frame_id,PHF,PHR,PFS,PS,PSP,PHP,flash,pattern
1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
9,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
10,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
11,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
18,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
19,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
23,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
24,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
28,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
29,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
33,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
34,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
35,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
36,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
37,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
39,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
40,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
41,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
42,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
43,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
44,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
45,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
46,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
47,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
48,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
49,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
50,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
51,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
52,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
55,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
56,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
57,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
58,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
59,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
60,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
61,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
62,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
63,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
64,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
65,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
66,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
67,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
70,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
71,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
72,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
73,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
